Subject 32139: V: 100 | C: 98.39 | Overall score: 99.19 
Subject 75439: V: 100 | C: 97.13 | Overall score: 98.56 

Subject 90070: V: 100 | C: 97.12 | Overall score: 98.56 

Subject 90899: V: 100 | C: 97.13 | Overall score: 98.56 

Subject 99333: V: 100 | C: 97.13 | Overall score: 98.56 

Subject 10442: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 10502: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 13364: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 19995: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 22260: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 28943: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 2953: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 48826: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 5554: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 60037: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 60778: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 62028: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 64929: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 70950: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 70954: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 7466: V: 100 | C: 97.1 | Overall score: 98.55 

Subject 94828: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 96785: V: 100 | C: 97.09 | Overall score: 98.55 

Subject 27444: V: 100 | C: 97.08 | Overall score: 98.54 

Subject 85131: V: 100 | C: 97.08 | Overall score: 98.54 

Subject 12028: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 1286: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 14038: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 14393: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 20263: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 2092: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 21926: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 22210: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 22648: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 23666: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 24900: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 30725: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 31930: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 41016: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 41393: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 47884: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 48220: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 50359: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 5035: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 55801: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 56867: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 59970: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 62187: V: 100 | C: 97.05 | Overall score: 98.53 

Subject 68221: V: 100 | C: 97.06 | Overall score: 98.53 

Subject 72146: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 79862: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 86866: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 95924: V: 100 | C: 97.07 | Overall score: 98.53 

Subject 18514: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 24678: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 27674: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 28293: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 29603: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 31916: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 40976: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 57981: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 6070: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 62551: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 76880: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 77665: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 78325: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 80637: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 86752: V: 100 | C: 97.04 | Overall score: 98.52 

Subject 9357: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 94673: V: 100 | C: 97.03 | Overall score: 98.52 

Subject 2116: V: 100 | C: 97.02 | Overall score: 98.51 

Subject 25080: V: 100 | C: 97.02 | Overall score: 98.51 

Subject 25732: V: 100 | C: 97.02 | Overall score: 98.51 

Subject 49631: V: 100 | C: 97.02 | Overall score: 98.51 

Subject 56147: V: 100 | C: 97.02 | Overall score: 98.51 

Subject 83396: V: 100 | C: 97.02 | Overall score: 98.51 

Subject 10743: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 12739: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 17647: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 21280: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 25093: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 25941: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 26208: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 27662: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 28150: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 28180: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 30820: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 43959: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 55503: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 59918: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 66295: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 66929: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 68295: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 84394: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 89109: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 89287: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 90549: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 90895: V: 100 | C: 97.01 | Overall score: 98.50 

Subject 92129: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 9648: V: 100 | C: 96.99 | Overall score: 98.50 

Subject 97429: V: 100 | C: 97.0 | Overall score: 98.50 

Subject 12521: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 13614: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 19338: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 21380: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 25332: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 45761: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 6172: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 83496: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 91842: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 99255: V: 100 | C: 96.98 | Overall score: 98.49 

Subject 12805: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 25894: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 29947: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 31986: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 32426: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 48950: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 57920: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 61959: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 66090: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 71627: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 77947: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 7816: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 81391: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 83203: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 85627: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 91925: V: 100 | C: 96.97 | Overall score: 98.48 

Subject 96377: V: 100 | C: 96.96 | Overall score: 98.48 

Subject 13932: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 17298: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 186: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 20212: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 23294: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 25257: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 28267: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 29470: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 32001: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 32513: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 45866: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 45974: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 57569: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 58526: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 65613: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 69082: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 69745: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 83937: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 87949: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 89597: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 90776: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 9778: V: 100 | C: 96.93 | Overall score: 98.47 

Subject 9822: V: 100 | C: 96.95 | Overall score: 98.47 

Subject 98994: V: 100 | C: 96.94 | Overall score: 98.47 

Subject 16373: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 27176: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 3818: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 58862: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 7452: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 78855: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 79038: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 80861: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 82065: V: 100 | C: 96.92 | Overall score: 98.46 

Subject 1811: V: 100 | C: 96.9 | Overall score: 98.45 

Subject 24844: V: 100 | C: 96.9 | Overall score: 98.45 

Subject 28591: V: 100 | C: 96.91 | Overall score: 98.45 

Subject 44173: V: 100 | C: 96.9 | Overall score: 98.45 

Subject 60545: V: 100 | C: 96.91 | Overall score: 98.45 

Subject 66785: V: 100 | C: 96.9 | Overall score: 98.45 

Subject 70188: V: 100 | C: 96.91 | Overall score: 98.45 

Subject 77764: V: 100 | C: 96.91 | Overall score: 98.45 

Subject 94025: V: 100 | C: 96.91 | Overall score: 98.45 

Subject 97808: V: 100 | C: 96.91 | Overall score: 98.45 

Subject 15390: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 17278: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 22503: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 26490: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 27484: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 28057: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 30493: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 3092: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 32401: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 54777: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 54968: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 56448: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 57449: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 63297: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 64227: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 65946: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 70974: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 74816: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 74975: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 78968: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 89107: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 89297: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 91289: V: 100 | C: 96.87 | Overall score: 98.44 

Subject 92615: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 95516: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 96386: V: 100 | C: 96.89 | Overall score: 98.44 

Subject 97842: V: 100 | C: 96.88 | Overall score: 98.44 

Subject 20684: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 23262: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 27360: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 32399: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 43668: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 44722: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 82938: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 91532: V: 100 | C: 96.86 | Overall score: 98.43 

Subject 17698: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 26391: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 4166: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 42366: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 472: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 47786: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 49534: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 500: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 51871: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 6787: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 78495: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 79264: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 7946: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 80139: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 89205: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 92379: V: 100 | C: 96.85 | Overall score: 98.42 

Subject 92454: V: 100 | C: 96.84 | Overall score: 98.42 

Subject 1060: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 1347: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 1501: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 19603: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 21864: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 23085: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 27047: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 28758: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 30210: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 30579: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 31516: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 32568: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 45995: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 5425: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 56316: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 62833: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 65538: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 65991: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 740: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 79178: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 80030: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 80810: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 82641: V: 100 | C: 96.81 | Overall score: 98.41 

Subject 95090: V: 100 | C: 96.83 | Overall score: 98.41 

Subject 95621: V: 100 | C: 96.82 | Overall score: 98.41 

Subject 10872: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 15455: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 19226: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 20400: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 21093: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 2652: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 28095: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 3637: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 41: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 42211: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 44373: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 51443: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 52848: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 53463: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 6037: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 72287: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 73001: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 7384: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 74288: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 76026: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 84302: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 84838: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 88494: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 90937: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 92175: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 93381: V: 100 | C: 96.79 | Overall score: 98.40 

Subject 9473: V: 100 | C: 96.8 | Overall score: 98.40 

Subject 27080: V: 100 | C: 96.78 | Overall score: 98.39 

Subject 65463: V: 100 | C: 96.78 | Overall score: 98.39 

Subject 80989: V: 100 | C: 96.78 | Overall score: 98.39 

Subject 89797: V: 100 | C: 96.78 | Overall score: 98.39 

Subject 12240: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 12745: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 13412: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 17259: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 19548: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 26615: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 28082: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 42572: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 47362: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 50349: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 52228: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 53492: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 540: V: 100 | C: 96.76 | Overall score: 98.38 

Subject 60059: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 60868: V: 100 | C: 96.76 | Overall score: 98.38 

Subject 60897: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 61502: V: 100 | C: 96.76 | Overall score: 98.38 

Subject 62977: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 71339: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 73063: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 74866: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 7947: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 79594: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 8366: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 87913: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 89129: V: 100 | C: 96.75 | Overall score: 98.38 

Subject 91588: V: 100 | C: 96.77 | Overall score: 98.38 

Subject 9375: V: 100 | C: 96.76 | Overall score: 98.38 

Subject 11086: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 17721: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 18735: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 1948: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 19704: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 20005: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 22545: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 27845: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 41438: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 44566: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 45277: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 45979: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 48056: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 48174: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 53310: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 54755: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 56634: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 56816: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 62871: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 64970: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 72540: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 75664: V: 100 | C: 96.73 | Overall score: 98.37 

Subject 78840: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 8791: V: 100 | C: 96.74 | Overall score: 98.37 

Subject 12675: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 18431: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 20376: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 25131: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 44807: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 46116: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 66326: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 78086: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 95707: V: 100 | C: 96.72 | Overall score: 98.36 

Subject 13677: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 14524: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 19269: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 27588: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 275: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 30101: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 4066: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 44781: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 51195: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 53683: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 55273: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 66206: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 68884: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 75864: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 77676: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 80551: V: 100 | C: 96.7 | Overall score: 98.35 

Subject 97327: V: 100 | C: 96.71 | Overall score: 98.35 

Subject 97784: V: 100 | C: 96.71 | Overall score: 98.35 
